#  aims_uuid : D22AE5DF-1E78-486A-A5C9-0195B923D788                                
# spin_up angular momentum projected density of states for species O as calculated by FHI-aims 
# The energy reference for this output is the vacuum level =       0.000000 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2
      -19.81500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.81000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.80500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.80000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.79500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.79000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.78500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.78000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.77500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.77000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.76500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.76000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.75500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.75000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.74500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.74000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.73500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.73000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.72500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.72000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.71500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.71000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.70500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.70000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.69500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.69000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.68500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.68000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.67500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.67000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.66500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.66000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.65500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.65000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.64500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.64000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.63500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.63000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.62500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.62000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.61500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.61000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.60500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.60000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.59500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.59000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.58500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.58000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.57500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.57000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.56500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.56000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.55500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.55000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.54500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.54000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.53500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.53000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.52500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.52000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.51500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.51000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.50500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.50000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.49500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.49000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.48500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.48000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.47500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.47000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.46500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.46000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.45500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.45000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.44500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.44000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.43500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.43000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.42500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.42000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.41500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.41000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.40500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.40000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.39500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.39000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.38500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.38000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.37500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.37000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.36500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.36000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.35500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.35000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.34500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.34000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.33500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.33000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.32500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.32000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.31500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.31000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.30500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.30000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.29500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.29000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.28500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.28000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.27500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.27000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.26500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.26000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.25500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.25000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.24500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.24000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.23500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.23000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.22500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.22000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.21500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.21000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.20500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.20000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.19500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.19000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.18500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.18000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.17500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.17000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.16500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.16000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.15500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.15000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.14500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.14000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.13500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.13000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.12500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.12000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.11500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.11000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.10500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.10000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.09500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.09000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.08500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.08000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.07500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.07000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.06500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.06000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.05500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.05000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.04500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.04000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.03500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.03000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.02500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.02000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.01500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.01000000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.00500000        0.00000000        0.00000000        0.00000000        0.00000000
      -19.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.99500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.99000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.98500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.98000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.97500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.97000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.96500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.96000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.95500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.95000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.94500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.94000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.93500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.93000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.92500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.92000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.91500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.91000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.90500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.90000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.89500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.89000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.88500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.88000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.87500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.87000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.86500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.86000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.85500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.85000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.84500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.84000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.83500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.83000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.82500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.82000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.81500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.81000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.80500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.80000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.79500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.79000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.78500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.78000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.77500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.77000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.76500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.76000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.75500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.75000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.74500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.74000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.73500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.73000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.72500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.72000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.71500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.71000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.70500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.70000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.69500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.69000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.68500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.68000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.67500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.67000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.66500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.66000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.65500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.65000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.64500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.64000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.63500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.63000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.62500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.62000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.61500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.61000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.60500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.60000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.59500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.59000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.58500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.58000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.57500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.57000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.56500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.56000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.55500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.55000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.54500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.54000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.53500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.53000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.52500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.52000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.51500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.51000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.50500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.50000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.49500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.49000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.48500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.48000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.47500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.47000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.46500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.46000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.45500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.45000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.44500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.44000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.43500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.43000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.42500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.42000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.41500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.41000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.40500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.40000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.39500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.39000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.38500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.38000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.37500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.37000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.36500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.36000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.35500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.35000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.34500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.34000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.33500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.33000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.32500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.32000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.31500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.31000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.30500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.30000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.29500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.29000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.28500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.28000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.27500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.27000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.26500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.26000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.25500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.25000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.24500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.24000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.23500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.23000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.22500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.22000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.21500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.21000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.20500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.20000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.19500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.19000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.18500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.18000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.17500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.17000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.16500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.16000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.15500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.15000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.14500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.14000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.13500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.13000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.12500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.12000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.11500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.11000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.10500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.10000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.09500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.09000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.08500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.08000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.07500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.07000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.06500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.06000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.05500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.05000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.04500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.04000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.03500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.03000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.02500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.02000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.01500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.01000000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.00500000        0.00000000        0.00000000        0.00000000        0.00000000
      -18.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.99500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.99000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.98500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.98000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.97500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.97000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.96500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.96000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.95500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.95000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.94500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.94000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.93500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.93000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.92500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.92000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.91500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.91000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.90500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.90000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.89500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.89000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.88500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.88000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.87500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.87000000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.86500000        0.00000000        0.00000000        0.00000000        0.00000000
      -17.86000000        0.00000000        0.00000000        0.00000000        0.00000000
